0;0;9
1;0;1
2;0;5
3;0;1
4;0;5
5;0;5
6;0;5
7;0;5
8;0;5
9;0;1
10;0;1
11;0;5
12;0;5
13;0;5
14;0;5
15;0;7
0;1;10
1;1;10
2;1;9
3;1;6
4;1;9
5;1;1
6;1;5
7;1;3
8;1;13
9;1;6
10;1;12
11;1;1
12;1;5
13;1;5
14;1;5
15;1;3
0;2;10
1;2;8
2;2;6
3;2;9
4;2;2
5;2;14
6;2;11
7;2;8
8;2;3
9;2;11
10;2;13
11;2;4
12;2;3
13;2;9
14;2;1
15;2;6
0;3;8
1;3;6
2;3;11
3;3;10
4;3;12
5;3;1
6;3;4
7;3;2
8;3;8
9;3;0
10;3;3
11;3;13
12;3;4
13;3;6
14;3;10
15;3;11
0;4;10
1;4;9
2;4;2
3;4;10
4;4;9
5;4;2
6;4;13
7;4;0
8;4;2
9;4;14
10;4;8
11;4;3
12;4;11
13;4;11
14;4;8
15;4;6
0;5;10
1;5;10
2;5;10
3;5;8
4;5;2
5;5;10
6;5;9
7;5;2
8;5;8
9;5;1
10;5;2
11;5;8
12;5;2
13;5;10
14;5;10
15;5;11
0;6;10
1;6;10
2;6;12
3;6;2
4;6;12
5;6;0
6;6;2
7;6;12
8;6;6
9;6;14
10;6;8
11;6;2
12;6;10
13;6;12
14;6;0
15;6;6
0;7;10
1;7;10
2;7;9
3;7;2
4;7;9
5;7;6
6;7;14
7;7;9
8;7;3
9;7;9
10;7;2
11;7;8
12;7;2
13;7;13
14;7;0
15;7;7
0;8;10
1;8;8
2;8;2
3;8;10
4;8;12
5;8;3
6;8;11
7;8;12
8;8;2
9;8;10
10;8;8
11;8;2
12;8;14
13;8;13
14;8;0
15;8;7
0;9;10
1;9;10
2;9;8
3;9;2
4;9;9
5;9;4
6;9;2
7;9;13
8;9;4
9;9;4
10;9;6
11;9;14
12;9;11
13;9;13
14;9;0
15;9;7
0;10;10
1;10;8
2;10;2
3;10;8
4;10;0
5;10;5
6;10;4
7;10;3
8;10;13
9;10;3
10;10;9
11;10;3
12;10;10
13;10;13
14;10;2
15;10;11
0;11;10
1;11;10
2;11;8
3;11;2
4;11;10
5;11;13
6;11;7
7;11;8
8;11;3
9;11;8
10;11;2
11;11;8
12;11;2
13;11;11
14;11;8
15;11;6
0;12;10
1;12;10
2;12;10
3;12;10
4;12;8
5;12;5
6;12;5
7;12;2
8;12;12
9;12;2
10;12;12
11;12;2
12;12;10
13;12;12
14;12;2
15;12;11
0;13;8
1;13;2
2;13;8
3;13;2
4;13;8
5;13;5
6;13;5
7;13;0
8;13;3
9;13;8
10;13;3
11;13;12
12;13;2
13;13;13
14;13;0
15;13;6
0;14;10
1;14;10
2;14;10
3;14;10
4;14;10
5;14;13
6;14;7
7;14;10
8;14;8
9;14;2
10;14;8
11;14;3
12;14;12
13;14;3
14;14;8
15;14;3
0;15;12
1;15;4
2;15;4
3;15;6
4;15;12
5;15;5
6;15;5
7;15;4
8;15;6
9;15;12
10;15;6
11;15;12
12;15;5
13;15;4
14;15;6
15;15;14
