0;0;9
1;0;1
2;0;1
3;0;1
4;0;1
5;0;1
6;0;1
7;0;1
8;0;1
9;0;1
10;0;1
11;0;1
12;0;1
13;0;1
14;0;1
15;0;3
0;1;8
1;1;0
2;1;0
3;1;0
4;1;0
5;1;0
6;1;0
7;1;0
8;1;0
9;1;0
10;1;0
11;1;0
12;1;0
13;1;0
14;1;0
15;1;2
0;2;8
1;2;0
2;2;0
3;2;0
4;2;0
5;2;0
6;2;0
7;2;0
8;2;0
9;2;0
10;2;0
11;2;0
12;2;0
13;2;0
14;2;0
15;2;2
0;3;8
1;3;0
2;3;0
3;3;0
4;3;0
5;3;0
6;3;0
7;3;0
8;3;0
9;3;0
10;3;0
11;3;0
12;3;4
13;3;0
14;3;0
15;3;2
0;4;8
1;4;0
2;4;0
3;4;0
4;4;0
5;4;0
6;4;0
7;4;0
8;4;0
9;4;0
10;4;0
11;4;2
12;4;11
13;4;8
14;4;0
15;4;2
0;5;8
1;5;0
2;5;0
3;5;0
4;5;0
5;5;0
6;5;0
7;5;0
8;5;0
9;5;0
10;5;0
11;5;2
12;5;10
13;5;8
14;5;0
15;5;2
0;6;8
1;6;0
2;6;4
3;6;0
4;6;0
5;6;0
6;6;0
7;6;0
8;6;0
9;6;0
10;6;0
11;6;2
12;6;10
13;6;8
14;6;0
15;6;2
0;7;8
1;7;2
2;7;11
3;7;8
4;7;0
5;7;0
6;7;0
7;7;0
8;7;0
9;7;0
10;7;0
11;7;2
12;7;10
13;7;8
14;7;0
15;7;2
0;8;8
1;8;2
2;8;10
3;8;8
4;8;0
5;8;0
6;8;0
7;8;0
8;8;0
9;8;0
10;8;0
11;8;2
12;8;10
13;8;8
14;8;0
15;8;2
0;9;8
1;9;2
2;9;10
3;9;8
4;9;0
5;9;0
6;9;0
7;9;0
8;9;0
9;9;0
10;9;0
11;9;2
12;9;10
13;9;8
14;9;0
15;9;2
0;10;8
1;10;2
2;10;10
3;10;8
4;10;0
5;10;0
6;10;0
7;10;0
8;10;0
9;10;0
10;10;0
11;10;2
12;10;10
13;10;8
14;10;0
15;10;2
0;11;8
1;11;2
2;11;10
3;11;8
4;11;0
5;11;0
6;11;0
7;11;0
8;11;0
9;11;0
10;11;0
11;11;2
12;11;10
13;11;8
14;11;0
15;11;2
0;12;8
1;12;2
2;12;10
3;12;8
4;12;0
5;12;0
6;12;0
7;12;0
8;12;0
9;12;0
10;12;0
11;12;2
12;12;10
13;12;8
14;12;0
15;12;2
0;13;8
1;13;2
2;13;10
3;13;12
4;13;4
5;13;4
6;13;4
7;13;4
8;13;4
9;13;4
10;13;4
11;13;6
12;13;10
13;13;8
14;13;0
15;13;2
0;14;8
1;14;2
2;14;12
3;14;5
4;14;5
5;14;5
6;14;5
7;14;5
8;14;5
9;14;5
10;14;5
11;14;5
12;14;6
13;14;8
14;14;0
15;14;2
0;15;12
1;15;4
2;15;5
3;15;5
4;15;5
5;15;5
6;15;5
7;15;5
8;15;5
9;15;5
10;15;5
11;15;5
12;15;5
13;15;4
14;15;4
15;15;6
