0;0;11
1;0;11
2;0;9
3;0;1
4;0;5
5;0;5
6;0;1
7;0;7
8;0;9
9;0;5
10;0;5
11;0;3
12;0;9
13;0;1
14;0;5
15;0;7
0;1;10
1;1;8
2;1;6
3;1;10
4;1;13
5;1;5
6;1;2
7;1;9
8;1;6
9;1;9
10;1;3
11;1;10
12;1;10
13;1;12
14;1;5
15;1;3
0;2;10
1;2;12
2;2;7
3;2;12
4;2;1
5;2;3
6;2;14
7;2;10
8;2;9
9;2;6
10;2;10
11;2;12
12;2;6
13;2;9
14;2;3
15;2;10
0;3;10
1;3;9
2;3;5
3;3;3
4;3;14
5;3;8
6;3;5
7;3;6
8;3;10
9;3;9
10;3;6
11;3;13
12;3;1
13;3;6
14;3;10
15;3;10
0;4;12
1;4;6
2;4;11
3;4;12
4;4;3
5;4;12
6;4;3
7;4;13
8;4;2
9;4;10
10;4;9
11;4;3
12;4;10
13;4;9
14;4;6
15;4;10
0;5;9
1;5;3
2;5;8
3;5;5
4;5;6
5;5;13
6;5;4
7;5;3
8;5;10
9;5;12
10;5;6
11;5;12
12;5;2
13;5;14
14;5;9
15;5;2
0;6;14
1;6;10
2;6;10
3;6;13
4;6;1
5;6;5
6;6;3
7;6;12
8;6;6
9;6;13
10;6;3
11;6;9
12;6;6
13;6;9
14;6;6
15;6;14
0;7;9
1;7;6
2;7;12
3;7;3
4;7;8
5;7;3
6;7;10
7;7;13
8;7;5
9;7;1
10;7;6
11;7;10
12;7;11
13;7;12
14;7;5
15;7;3
0;8;8
1;8;1
2;8;7
3;8;10
4;8;10
5;8;10
6;8;12
7;8;5
8;8;3
9;8;12
10;8;5
11;8;2
12;8;8
13;8;3
14;8;11
15;8;10
0;9;10
1;9;12
2;9;3
3;9;10
4;9;10
5;9;12
6;9;5
7;9;3
8;9;10
9;9;9
10;9;3
11;9;12
12;9;6
13;9;8
14;9;6
15;9;10
0;10;12
1;10;3
2;10;12
3;10;6
4;10;14
5;10;9
6;10;5
7;10;6
8;10;12
9;10;6
10;10;10
11;10;9
12;10;5
13;10;6
14;10;9
15;10;2
0;11;11
1;11;10
2;11;13
3;11;1
4;11;1
5;11;6
6;11;13
7;11;5
8;11;1
9;11;5
10;11;6
11;11;10
12;11;9
13;11;3
14;11;10
15;11;10
0;12;10
1;12;12
2;12;3
3;12;10
4;12;12
5;12;5
6;12;1
7;12;3
8;12;12
9;12;3
10;12;13
11;12;4
12;12;6
13;12;14
14;12;10
15;12;10
0;13;12
1;13;3
2;13;10
3;13;10
4;13;9
5;13;3
6;13;14
7;13;10
8;13;13
9;13;4
10;13;5
11;13;3
12;13;9
13;13;5
14;13;6
15;13;10
0;14;9
1;14;6
2;14;10
3;14;14
4;14;10
5;14;12
6;14;3
7;14;12
8;14;3
9;14;9
10;14;7
11;14;10
12;14;10
13;14;11
14;14;9
15;14;6
0;15;12
1;15;5
2;15;4
3;15;5
4;15;6
5;15;13
6;15;4
7;15;5
8;15;6
9;15;12
10;15;5
11;15;4
12;15;6
13;15;12
14;15;4
15;15;7
