0;0;0
1;0;0
2;0;4
3;0;0
4;0;4
5;0;2
6;0;12
7;0;4
8;0;4
9;0;2
10;0;8
11;0;4
12;0;0
13;0;0
14;0;0
15;0;4
0;1;2
1;1;14
2;1;11
3;1;10
4;1;9
5;1;4
6;1;3
7;1;11
8;1;13
9;1;4
10;1;4
11;1;3
12;1;14
13;1;14
14;1;12
15;1;5
0;2;0
1;2;5
2;2;4
3;2;0
4;2;0
5;2;5
6;2;0
7;2;2
8;2;9
9;2;3
10;2;13
11;2;4
12;2;1
13;2;5
14;2;3
15;2;9
0;3;2
1;3;13
2;3;7
3;3;10
4;3;12
5;3;1
6;3;2
7;3;8
8;3;2
9;3;8
10;3;3
11;3;13
12;3;4
13;3;1
14;3;4
15;3;4
0;4;0
1;4;5
2;4;5
3;4;2
4;4;9
5;4;2
6;4;8
7;4;2
8;4;8
9;4;2
10;4;8
11;4;3
12;4;11
13;4;12
14;4;1
15;4;5
0;5;0
1;5;5
2;5;1
3;5;4
4;5;2
5;5;8
6;5;2
7;5;8
8;5;2
9;5;8
10;5;2
11;5;8
12;5;2
13;5;9
14;5;4
15;5;1
0;6;2
1;6;13
2;6;4
3;6;3
4;6;8
5;6;6
6;6;12
7;6;6
8;6;12
9;6;6
10;6;8
11;6;2
12;6;10
13;6;12
14;6;1
15;6;4
0;7;0
1;7;1
2;7;5
3;7;0
4;7;6
5;7;9
6;7;3
7;7;9
8;7;3
9;7;9
10;7;6
11;7;8
12;7;2
13;7;13
14;7;0
15;7;5
0;8;2
1;8;12
2;8;1
3;8;6
4;8;9
5;8;2
6;8;10
7;8;12
8;8;2
9;8;10
10;8;9
11;8;2
12;8;14
13;8;13
14;8;0
15;8;5
0;9;2
1;9;9
2;9;2
3;9;9
4;9;2
5;9;8
6;9;2
7;9;13
8;9;4
9;9;4
10;9;6
11;9;14
12;9;11
13;9;13
14;9;0
15;9;5
0;10;0
1;10;6
2;10;14
3;10;10
4;10;8
5;10;2
6;10;8
7;10;3
8;10;9
9;10;3
10;10;9
11;10;3
12;10;10
13;10;13
14;10;0
15;10;5
0;11;2
1;11;9
2;11;3
3;11;8
4;11;2
5;11;8
6;11;2
7;11;8
8;11;2
9;11;8
10;11;2
11;11;8
12;11;2
13;11;13
14;11;0
15;11;5
0;12;0
1;12;2
2;12;8
3;12;2
4;12;8
5;12;2
6;12;8
7;12;2
8;12;8
9;12;2
10;12;8
11;12;2
12;12;10
13;12;13
14;12;0
15;12;5
0;13;2
1;13;8
2;13;2
3;13;8
4;13;2
5;13;8
6;13;2
7;13;8
8;13;2
9;13;8
10;13;2
11;13;8
12;13;2
13;13;13
14;13;0
15;13;5
0;14;0
1;14;2
2;14;8
3;14;2
4;14;8
5;14;2
6;14;8
7;14;2
8;14;8
9;14;2
10;14;8
11;14;2
12;14;8
13;14;3
14;14;8
15;14;5
0;15;2
1;15;8
2;15;2
3;15;8
4;15;2
5;15;8
6;15;2
7;15;8
8;15;2
9;15;8
10;15;2
11;15;8
12;15;2
13;15;8
14;15;0
15;15;1
